datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,AVERAGE of Wind_MWh
2022-10-18,78.0,56.8,66.5,78.0,56.8,66.5,56.8,72.4,0.0,0,0.0,,0.0,0.0,14.7,10.0,132.3,1025.1,46.1,11.7,142.4,12.2,5.0,,2022-10-18T08:06:12,2022-10-18T18:54:05,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07460099999,LFLC,07379099999,07374099999,07477099999,LFLN",2308.75
2022-10-19,77.0,49.6,61.7,77.0,49.6,61.7,55.3,81.4,0.001,100,4.17,rain,0.0,0.0,11.4,6.7,141.9,1018.9,59.7,9.8,133.4,11.6,5.0,,2022-10-19T08:07:35,2022-10-19T18:52:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6275.416667
2022-10-20,75.7,61.7,67.5,75.7,61.7,67.5,58.3,73.3,0.029,100,16.67,rain,0.0,0.0,29.1,14.4,172.3,1012.7,92.5,12.8,80.0,7.0,3.0,,2022-10-20T08:08:58,2022-10-20T18:50:36,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5837.708333
2022-10-21,72.6,58.9,65.5,72.6,58.9,65.5,58.6,79.4,0.382,100,37.5,rain,0.0,0.0,28.4,15.8,169.3,1011.0,95.9,11.5,102.6,8.8,5.0,,2022-10-21T08:10:21,2022-10-21T18:48:53,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,LFLC,07379099999,07374099999,07477099999,LFLN",7316.625
2022-10-22,74.8,55.1,63.0,74.8,55.1,63.0,54.6,76.2,0.001,100,4.17,rain,0.0,0.0,14.6,8.3,161.4,1014.8,75.1,12.9,132.4,11.7,5.0,,2022-10-22T08:11:45,2022-10-22T18:47:11,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4263.625
2022-10-23,76.8,58.1,68.0,76.8,58.1,68.0,54.8,63.7,0.0,0,0.0,,0.0,0.0,34.4,15.5,185.2,1010.6,87.8,13.2,101.7,8.9,4.0,,2022-10-23T08:13:09,2022-10-23T18:45:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9918.25
2022-10-24,72.4,53.0,62.2,72.4,53.0,62.2,51.7,70.6,0.0,0,0.0,,0.0,0.0,22.4,9.0,214.1,1014.9,77.1,13.2,122.6,10.6,5.0,,2022-10-24T08:14:33,2022-10-24T18:43:50,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10609.54167
2022-10-25,71.5,46.7,57.8,71.5,45.7,57.6,50.2,77.6,0.0,0,0.0,,0.0,0.0,13.0,6.1,164.5,1017.0,82.9,12.4,108.6,9.3,5.0,,2022-10-25T08:15:58,2022-10-25T18:42:11,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4282.208333
2022-10-26,75.2,53.1,62.5,75.2,53.1,62.5,53.2,73.5,0.002,100,8.33,rain,0.0,0.0,27.0,9.9,173.2,1018.9,62.2,12.2,125.4,10.9,5.0,,2022-10-26T08:17:22,2022-10-26T18:40:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5320.25
2022-10-27,75.0,50.8,61.3,75.0,50.8,61.3,54.5,79.6,0.001,100,4.17,rain,0.0,0.0,15.2,8.4,171.5,1022.1,71.4,11.3,111.1,9.6,4.0,,2022-10-27T08:18:47,2022-10-27T18:38:57,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6804.791667
2022-10-28,81.1,58.4,68.8,80.6,58.4,68.7,52.0,56.6,0.0,0,0.0,,0.0,0.0,22.0,11.5,186.5,1021.8,90.4,12.2,118.1,9.9,5.0,,2022-10-28T08:20:13,2022-10-28T18:37:22,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5540.916667
2022-10-29,80.6,53.7,65.4,79.5,53.7,65.3,46.6,55.5,0.001,100,4.17,rain,0.0,0.0,23.4,11.6,170.3,1020.2,92.3,12.1,109.4,9.2,4.0,,2022-10-29T08:21:38,2022-10-29T18:35:48,0.14,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5641.833333
2022-10-30,77.0,48.9,59.9,77.0,48.1,59.8,46.0,62.6,0.001,100,4.17,rain,0.0,0.0,19.3,7.7,355.5,1019.5,75.0,12.6,114.8,10.3,5.0,,2022-10-30T07:23:04,2022-10-30T17:34:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3010.916667
2022-10-31,74.5,51.6,62.1,74.5,51.6,62.1,52.1,72.4,0.182,100,12.5,rain,0.0,0.0,31.0,16.3,173.2,1016.8,88.8,11.2,105.6,9.1,5.0,,2022-10-31T07:24:30,2022-10-31T17:32:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6381.041667
2022-11-01,65.2,47.8,57.3,65.2,46.9,57.2,49.4,76.2,0.011,100,8.33,rain,0.0,0.0,13.8,6.9,231.2,1021.9,69.3,13.3,101.8,8.7,4.0,,2022-11-01T07:25:56,2022-11-01T17:31:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11316.04167
2022-11-02,65.0,44.5,52.8,65.0,43.1,52.2,46.1,79.7,0.001,100,4.17,rain,0.0,0.0,11.6,6.1,195.8,1024.6,72.3,12.0,97.7,8.4,4.0,,2022-11-02T07:27:22,2022-11-02T17:29:48,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6719.416667
2022-11-03,62.2,44.8,52.5,62.2,42.5,51.3,45.8,78.6,0.111,100,20.83,rain,0.0,0.0,33.8,14.4,190.3,1013.0,94.4,12.8,47.1,4.1,2.0,,2022-11-03T07:28:48,2022-11-03T17:28:21,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9970.166667
2022-11-04,51.4,47.0,48.7,51.4,43.1,46.1,42.9,80.4,0.123,100,58.33,rain,0.0,0.0,23.8,8.8,255.7,1011.4,91.1,13.4,49.8,4.2,3.0,,2022-11-04T07:30:14,2022-11-04T17:26:56,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7181.333333
2022-11-05,53.5,38.1,45.6,53.5,35.7,44.3,40.8,84.2,0.001,100,4.17,rain,0.0,0.0,17.9,8.3,302.2,1022.2,95.0,11.5,53.1,4.8,2.0,,2022-11-05T07:31:41,2022-11-05T17:25:33,0.39,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4180.375
2022-11-06,55.8,35.9,45.4,55.8,31.5,43.4,39.2,80.2,0.0,0,0.0,,0.0,0.0,15.7,7.8,180.9,1017.2,89.4,12.6,94.6,8.2,5.0,,2022-11-06T07:33:07,2022-11-06T17:24:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9054.875
2022-11-07,66.1,43.7,53.0,66.1,42.1,52.3,44.1,73.5,0.0,0,0.0,,0.0,0.0,16.6,10.0,174.2,1017.8,76.6,13.4,98.1,8.4,4.0,,2022-11-07T07:34:34,2022-11-07T17:22:52,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10547.25
2022-11-08,66.8,43.6,58.7,66.8,41.5,58.5,47.4,66.7,0.016,100,4.17,rain,0.0,0.0,27.9,14.9,176.1,1012.3,97.9,13.8,90.6,7.8,4.0,,2022-11-08T07:36:00,2022-11-08T17:21:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12255.25
2022-11-09,58.8,51.2,55.3,58.8,51.2,55.3,52.7,91.4,0.676,100,50.0,rain,0.0,0.0,14.6,7.6,164.3,1016.2,99.1,11.2,19.7,1.7,1.0,,2022-11-09T07:37:26,2022-11-09T17:20:17,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6677.916667
2022-11-10,57.5,40.5,49.2,57.5,40.5,49.1,46.6,91.5,0.0,0,0.0,,0.0,0.0,10.8,4.8,353.4,1027.7,96.0,6.9,52.5,4.6,2.0,,2022-11-10T07:38:53,2022-11-10T17:19:03,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3325.916667
2022-11-11,62.5,37.4,47.7,62.5,37.4,47.1,45.1,91.5,0.001,100,4.17,rain,0.0,0.0,8.8,4.0,114.8,1031.1,80.0,5.3,95.8,8.2,4.0,,2022-11-11T07:40:19,2022-11-11T17:17:50,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3176.625
2022-11-12,61.6,40.1,48.4,61.6,40.1,48.1,46.0,92.0,0.002,100,8.33,rain,0.0,0.0,9.0,5.2,48.1,1029.1,95.9,5.1,88.2,7.6,4.0,,2022-11-12T07:41:45,2022-11-12T17:16:40,0.63,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2980.083333
2022-11-13,58.3,40.2,47.7,58.3,40.2,47.6,45.4,92.2,0.001,100,4.17,rain,0.0,0.0,10.3,5.1,115.2,1020.6,97.1,5.7,92.3,8.0,4.0,,2022-11-13T07:43:10,2022-11-13T17:15:31,0.66,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1857.208333
2022-11-14,62.3,45.8,53.7,62.3,43.7,53.0,48.1,81.9,0.092,100,20.83,rain,0.0,0.0,22.3,10.8,187.5,1014.8,98.7,10.6,53.1,4.6,3.0,,2022-11-14T07:44:36,2022-11-14T17:14:25,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4349.416667
2022-11-15,60.4,49.4,54.2,60.4,49.4,54.2,51.3,90.2,0.373,100,37.5,rain,0.0,0.0,20.5,7.8,184.8,1008.1,99.4,10.2,34.0,3.0,2.0,,2022-11-15T07:46:01,2022-11-15T17:13:20,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",8768.5
2022-11-16,60.6,42.9,52.3,60.6,40.9,51.5,44.9,76.5,0.005,100,4.17,rain,0.0,0.0,24.3,11.6,182.4,1003.6,89.3,15.0,50.1,4.3,3.0,,2022-11-16T07:47:25,2022-11-16T17:12:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10584.91667
2022-11-17,59.7,48.5,55.4,59.7,47.2,55.4,45.9,70.5,0.03,100,25.0,rain,0.0,0.0,31.0,11.0,206.4,999.6,94.2,13.8,59.4,5.2,3.0,,2022-11-17T07:48:49,2022-11-17T17:11:17,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12132.58333
2022-11-18,53.0,39.8,47.4,53.0,39.5,46.2,41.7,81.1,0.045,100,29.17,rain,0.0,0.0,18.1,8.0,233.9,1008.3,81.6,12.5,67.7,5.9,3.0,,2022-11-18T07:50:13,2022-11-18T17:10:19,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",5623.041667
2022-11-19,49.3,36.4,41.9,45.8,36.4,41.0,39.6,92.0,0.001,100,4.17,rain,0.0,0.0,20.2,8.5,323.2,1013.9,97.0,9.7,31.0,2.8,1.0,,2022-11-19T07:51:36,2022-11-19T17:09:23,0.85,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2703.958333
2022-11-20,50.2,32.8,42.6,50.2,29.7,40.4,38.3,85.7,0.026,100,20.83,rain,0.0,0.0,18.5,11.3,201.5,1017.2,78.4,11.3,65.5,5.7,4.0,,2022-11-20T07:52:59,2022-11-20T17:08:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7526.25
2022-11-21,48.9,37.8,43.7,46.0,33.2,40.2,39.7,86.3,0.106,100,12.5,rain,0.0,0.0,22.4,11.8,194.6,1006.5,95.8,11.6,33.4,2.9,2.0,,2022-11-21T07:54:21,2022-11-21T17:07:38,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9129.666667
2022-11-22,51.3,38.1,45.0,51.3,34.1,42.4,37.1,74.2,0.001,100,4.17,rain,0.0,0.0,24.6,10.8,222.1,1003.6,87.5,13.8,60.4,5.4,3.0,,2022-11-22T07:55:42,2022-11-22T17:06:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11775.5
2022-11-23,54.9,39.4,46.4,54.9,36.3,44.1,41.5,83.3,0.086,100,33.33,rain,0.0,0.0,31.9,11.3,193.9,1005.4,84.7,12.3,38.3,3.3,3.0,,2022-11-23T07:57:02,2022-11-23T17:06:02,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10432.33333
2022-11-24,55.2,40.8,46.9,55.2,36.5,44.9,41.3,81.2,0.0,0,0.0,,0.0,0.0,14.1,7.8,178.3,1016.0,86.5,12.7,64.0,5.6,3.0,,2022-11-24T07:58:22,2022-11-24T17:05:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9155.166667
2022-11-25,51.9,40.7,47.2,51.9,40.7,46.4,43.5,87.2,0.024,100,12.5,rain,0.0,0.0,14.6,5.7,186.8,1021.4,92.7,11.1,44.0,3.9,2.0,,2022-11-25T07:59:41,2022-11-25T17:04:36,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",4380.208333
2022-11-26,50.2,36.0,42.3,50.2,33.8,41.8,40.0,92.2,0.0,0,0.0,,0.0,0.0,11.6,5.2,135.0,1030.8,93.1,7.0,47.1,4.2,2.0,,2022-11-26T08:00:58,2022-11-26T17:03:57,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3888.583333
2022-11-27,52.5,35.0,42.3,52.5,31.5,40.0,36.6,81.2,0.0,0,0.0,,0.0,0.0,20.3,9.3,174.1,1021.9,92.3,10.0,63.7,5.5,3.0,,2022-11-27T08:02:15,2022-11-27T17:03:20,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6781.166667
2022-11-28,51.6,43.3,47.3,51.6,40.4,45.8,42.6,83.8,0.178,100,20.83,rain,0.0,0.0,17.6,6.8,209.9,1015.3,97.2,11.8,33.4,3.0,2.0,,2022-11-28T08:03:30,2022-11-28T17:02:45,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3711.541667
2022-11-29,47.7,41.6,43.7,44.6,39.9,41.9,41.4,91.7,0.143,100,33.33,rain,0.0,0.0,16.3,8.9,324.9,1018.9,98.6,11.4,21.7,1.9,1.0,,2022-11-29T08:04:45,2022-11-29T17:02:14,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1542.416667
2022-11-30,46.3,42.0,43.7,43.3,38.3,40.8,41.1,90.8,0.001,100,4.17,rain,0.0,0.0,13.6,8.1,352.6,1020.6,99.6,8.1,33.9,3.1,1.0,,2022-11-30T08:05:58,2022-11-30T17:01:45,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1900.875
2022-12-01,44.5,39.7,42.4,40.1,36.4,38.4,38.3,85.7,0.0,0,0.0,,0.0,0.0,19.8,9.8,5.2,1021.5,99.8,8.6,36.0,3.0,2.0,,2022-12-01T08:07:10,2022-12-01T17:01:18,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3692.916667
2022-12-02,39.8,37.4,38.4,38.7,34.9,36.9,35.1,88.1,0.005,100,4.17,rain,0.0,0.0,8.7,4.9,355.8,1018.3,99.9,7.6,30.5,2.6,1.0,,2022-12-02T08:08:20,2022-12-02T17:00:54,0.3,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3142.708333
2022-12-03,40.3,34.4,37.2,38.2,31.1,34.7,35.8,94.5,0.108,100,41.67,"rain,snow",0.0,0.0,16.5,8.3,35.4,1012.4,98.8,4.6,46.7,4.0,2.0,,2022-12-03T08:09:29,2022-12-03T17:00:33,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5605.125
2022-12-04,41.0,37.1,38.6,41.0,33.6,36.8,37.4,95.6,0.274,100,50.0,rain,0.0,0.0,11.1,5.0,108.6,1011.3,98.7,5.3,22.6,2.0,1.0,,2022-12-04T08:10:37,2022-12-04T17:00:14,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2361.625
2022-12-05,47.1,28.9,35.8,47.1,28.3,34.2,32.7,89.3,0.001,100,4.17,rain,0.0,0.0,11.8,6.3,185.8,1019.7,62.2,7.7,55.3,4.8,3.0,,2022-12-05T08:11:43,2022-12-05T16:59:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",957.2083333
2022-12-06,34.3,25.0,29.8,34.3,25.0,28.6,29.1,97.1,0.001,100,4.17,"rain,snow",0.0,0.0,9.2,4.8,53.6,1020.2,98.7,2.6,57.5,4.9,3.0,,2022-12-06T08:12:47,2022-12-06T16:59:45,0.44,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1641.375
2022-12-07,37.0,31.3,34.0,34.7,28.2,32.1,32.6,94.6,0.0,0,0.0,,0.0,0.0,9.1,5.7,161.2,1018.9,99.4,4.8,24.2,2.0,1.0,,2022-12-07T08:13:50,2022-12-07T16:59:35,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1912.875
2022-12-08,39.0,27.9,32.7,35.8,23.7,30.0,29.5,88.2,0.0,0,0.0,,0.0,0.0,10.4,6.2,61.9,1010.2,89.7,6.4,65.2,5.7,3.0,,2022-12-08T08:14:51,2022-12-08T16:59:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1690.333333
2022-12-09,35.5,31.8,33.1,32.4,27.7,30.2,31.4,93.3,0.017,100,33.33,"rain,snow",0.5,0.1,11.1,5.8,0.1,1003.4,99.6,4.4,18.8,1.6,1.0,,2022-12-09T08:15:50,2022-12-09T16:59:23,0.54,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2267.666667
2022-12-10,32.5,23.5,30.1,27.7,21.8,25.0,26.7,87.5,0.002,100,4.17,"rain,snow",0.4,0.5,15.3,8.9,334.0,1011.4,95.7,7.8,32.7,2.8,2.0,,2022-12-10T08:16:47,2022-12-10T16:59:20,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1564.166667
2022-12-11,33.2,21.6,26.9,29.3,15.6,23.2,23.2,86.2,0.0,0,0.0,,0.0,0.6,13.0,6.8,110.1,1011.5,94.6,7.6,69.9,6.0,3.0,,2022-12-11T08:17:42,2022-12-11T16:59:21,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1833.708333
2022-12-12,33.9,20.9,27.1,33.7,18.0,24.3,24.3,89.0,0.001,100,4.17,"rain,snow",0.0,0.4,13.9,7.9,44.7,1009.0,90.5,4.6,71.5,6.2,3.0,,2022-12-12T08:18:35,2022-12-12T16:59:25,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",3046.166667
2022-12-13,36.3,29.8,32.1,33.5,23.2,28.7,29.9,91.6,0.003,100,12.5,"rain,snow",0.0,0.3,13.2,6.9,42.7,1002.5,98.9,3.7,31.5,2.9,2.0,,2022-12-13T08:19:26,2022-12-13T16:59:31,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4521.25
2022-12-14,55.7,31.3,43.5,55.7,31.3,42.2,40.5,89.5,0.01,100,8.33,"rain,snow",0.0,0.1,17.2,7.0,190.9,1000.4,96.0,9.6,26.8,2.2,1.0,,2022-12-14T08:20:15,2022-12-14T16:59:40,0.71,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1939.375
2022-12-15,43.1,37.3,39.5,41.2,31.9,36.1,38.8,97.6,0.173,100,29.17,rain,0.0,0.0,15.9,9.4,8.5,1001.4,99.5,4.3,18.3,1.4,1.0,,2022-12-15T08:21:02,2022-12-15T16:59:51,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5503.208333
2022-12-16,37.4,22.7,31.7,32.5,22.7,27.6,29.1,90.6,0.052,100,16.67,"rain,snow",0.1,0.0,12.1,8.4,341.1,1012.1,67.8,6.2,41.6,3.8,2.0,,2022-12-16T08:21:46,2022-12-16T17:00:06,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"07460099999,LFLC,07379099999,07374099999,07477099999,LFLN",3845.375
2022-12-17,28.3,18.9,23.0,28.3,17.5,22.4,21.7,94.5,0.0,0,0.0,,0.0,0.0,8.7,4.2,61.3,1023.8,76.0,3.6,71.1,6.0,3.0,,2022-12-17T08:22:28,2022-12-17T17:00:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2604.0
2022-12-18,46.1,20.6,32.7,42.0,13.3,27.7,28.4,84.9,0.001,100,4.17,rain,0.0,0.0,24.0,12.6,159.3,1025.4,93.6,7.4,54.3,4.6,3.0,,2022-12-18T08:23:08,2022-12-18T17:00:43,0.84,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7977.875
2022-12-19,60.8,45.2,52.4,60.8,39.7,50.1,42.3,68.9,0.0,0,0.0,,0.0,0.0,32.5,18.0,186.2,1022.3,88.2,13.3,64.4,5.6,3.0,,2022-12-19T08:23:45,2022-12-19T17:01:05,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",13219.875
2022-12-20,61.5,55.9,58.0,61.5,55.9,58.0,45.3,62.7,0.001,100,4.17,rain,0.0,0.0,33.4,17.5,179.5,1017.4,99.2,16.1,39.8,3.4,2.0,,2022-12-20T08:24:20,2022-12-20T17:01:31,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10686.91667
2022-12-21,57.8,49.4,53.9,57.8,48.3,53.8,46.4,76.5,0.074,100,12.5,rain,0.0,0.0,23.7,10.3,193.6,1017.1,93.7,14.5,45.3,3.9,2.0,,2022-12-21T08:24:53,2022-12-21T17:01:58,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",8288.916667
2022-12-22,59.3,52.7,56.2,59.3,52.7,56.2,46.8,71.1,0.077,100,16.67,rain,0.0,0.0,26.2,11.3,207.8,1016.5,99.1,13.0,30.2,2.4,2.0,,2022-12-22T08:25:23,2022-12-22T17:02:29,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12339.20833
2022-12-23,61.8,56.6,59.3,61.8,56.6,59.3,51.8,76.3,0.059,100,29.17,rain,0.0,0.0,23.3,9.4,210.6,1015.4,99.6,14.2,15.8,1.4,1.0,,2022-12-23T08:25:50,2022-12-23T17:03:02,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11681.5
2022-12-24,56.6,49.9,52.4,56.6,49.2,52.4,49.3,89.3,0.007,100,20.83,rain,0.0,0.0,13.5,4.6,338.0,1018.1,99.0,12.8,14.6,1.2,1.0,,2022-12-24T08:26:15,2022-12-24T17:03:37,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5229.916667
2022-12-25,61.0,39.8,48.0,61.0,35.3,46.4,42.7,83.0,0.0,0,0.0,,0.0,0.0,15.1,8.1,195.3,1016.8,68.6,11.2,66.6,5.7,3.0,,2022-12-25T08:26:38,2022-12-25T17:04:15,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6571.5
